date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:11	275160/275160	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:13:50%20GMT	http://sbtechnosoft.com/foundation/images/gallery-img7.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/gallery-img7.jpg	(from http://sbtechnosoft.com/foundation/gallery.html)
15:51:11	13980/13980	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Apr%202018%2022:13:28%20GMT	http://sbtechnosoft.com/foundation/assets/jquery/jquery.countdown.min.js	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/assets/jquery/jquery.countdown.min.js	(from http://sbtechnosoft.com/foundation/coming-soon.html)
15:51:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Feb%202023%2014:51:12%20GMT	http://sbtechnosoft.com/foundation/images/service-detail-big.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/service-detail-big.57.delayed	(from http://sbtechnosoft.com/foundation/service-details.html)
15:51:14	154663/154663	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:13:48%20GMT	http://sbtechnosoft.com/foundation/images/gallery-img9.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/gallery-img9.jpg	(from http://sbtechnosoft.com/foundation/gallery.html)
15:51:16	1383258/1383258	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:06%20GMT	http://sbtechnosoft.com/foundation/images/follow-img.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/follow-img.jpg	(from http://sbtechnosoft.com/foundation/css/style.css)
15:51:35	109327/109327	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:30%20GMT	http://sbtechnosoft.com/foundation/images/blog-img4.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img4.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:51:44	201212/201212	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:32%20GMT	http://sbtechnosoft.com/foundation/images/blog-img2.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img2.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:51:48	231282/231282	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:34%20GMT	http://sbtechnosoft.com/foundation/images/blog-img1.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img1.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:51:50	223044/223044	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:30%20GMT	http://sbtechnosoft.com/foundation/images/blog-img3.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img3.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:51:52	9063/9063	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2022:13:42%20GMT	http://sbtechnosoft.com/foundation/images/testimonials2.png	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/testimonials2.png	(from http://sbtechnosoft.com/foundation/blog-details.html)
15:51:55	8227/8227	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2022:13:40%20GMT	http://sbtechnosoft.com/foundation/images/testimonials3.png	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/testimonials3.png	(from http://sbtechnosoft.com/foundation/blog-details.html)
15:52:02	40758/40758	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:14%20GMT	http://sbtechnosoft.com/foundation/images/contact-head-img.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/contact-head-img.jpg	(from http://sbtechnosoft.com/foundation/contact-us.html)
15:52:03	1730/1730	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2022:14:02%20GMT	http://sbtechnosoft.com/foundation/images/follow-icon.png	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/follow-icon.png	(from http://sbtechnosoft.com/foundation/contact-us.html)
15:52:05	7927/7927	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:12%20GMT	http://sbtechnosoft.com/foundation/images/contact-icon1.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/contact-icon1.jpg	(from http://sbtechnosoft.com/foundation/contact-us.html)
15:52:05	136530/136530	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:24%20GMT	http://sbtechnosoft.com/foundation/images/blog-img6.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img6.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:52:07	12162/12162	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:12%20GMT	http://sbtechnosoft.com/foundation/images/contact-icon2.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/contact-icon2.jpg	(from http://sbtechnosoft.com/foundation/contact-us.html)
15:52:08	222341/222341	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:28%20GMT	http://sbtechnosoft.com/foundation/images/blog-img5.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img5.jpg	(from http://sbtechnosoft.com/foundation/blog.html)
15:52:08	8276/8276	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:12%20GMT	http://sbtechnosoft.com/foundation/images/contact-icon3.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/contact-icon3.jpg	(from http://sbtechnosoft.com/foundation/contact-us.html)
15:52:51	434863/434863	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:40%20GMT	http://sbtechnosoft.com/foundation/images/banner1.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/banner1.jpg	(from http://sbtechnosoft.com/foundation/)
15:52:51	479970/479970	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:40%20GMT	http://sbtechnosoft.com/foundation/images/banner2.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/banner2.jpg	(from http://sbtechnosoft.com/foundation/)
15:52:52	1414950/1414950	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:10%20GMT	http://sbtechnosoft.com/foundation/images/counters-bg.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/counters-bg.jpg	(from http://sbtechnosoft.com/foundation/css/style.css)
15:53:11	445031/445031	UR-M--	200	added ('Partial%20Content')	image/png	date:Wed,%2018%20Apr%202018%2022:14:46%20GMT	http://sbtechnosoft.com/foundation/images/about-img2.png	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/about-img2.png	(from http://sbtechnosoft.com/foundation/about-us.html)
15:53:19	679004/679004	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Apr%202018%2022:14:36%20GMT	http://sbtechnosoft.com/foundation/images/blog-img-big.jpg	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/blog-img-big.jpg	(from http://sbtechnosoft.com/foundation/blog-details.html)
15:53:21	374776/374776	UR-M--	200	added ('Partial%20Content')	image/png	date:Wed,%2018%20Apr%202018%2022:14:44%20GMT	http://sbtechnosoft.com/foundation/images/about-img1.png	C:/Users/Awaab/Documents/clones/toyin/sbtechnosoft.com/foundation/images/about-img1.png	(from http://sbtechnosoft.com/foundation/about-us.html)
